urban,geo1_ca2011,age,sex,marst,nativity,citizen,yrsimm,edattain,labforce,occisco,hrswork1,inctot,incearn
urban,ontario,56,male,separated/divorced/spouse absent,foreign-born,not a citizen,38,less than primary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,18700,16300
urban,ontario,62,male,married/in union,foreign-born,not a citizen,2,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,1400,0
urban,alberta,58,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",crafts and related trades workers,40 hours,78400,78400
urban,ontario,48,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",professionals,70 hours,470100,268700
rural,ontario,52,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",24 hours,64200,63900
urban,quebec,42,female,married/in union,foreign-born,naturalized citizen,13,secondary completed,"yes, in the labor force",technicians and associate professionals,35 hours,41900,31200
urban,quebec,27,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,40 hours,39100,39100
urban,british columbia,73,female,married/in union,foreign-born,naturalized citizen,13,university completed,"no, not in the labor force",niu (not in universe),0 hours,14700,0
urban,ontario,44,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",38 hours,73000,72800
urban,quebec,59,female,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",professionals,0 hours,75900,28700
urban,new brunswick,85,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",niu (not in universe),0 hours,60500,0
urban,ontario,33,male,married/in union,foreign-born,naturalized citizen,28,university completed,"yes, in the labor force",service workers and shop and market sales,60 hours,245300,242200
urban,ontario,20,male,single/never married,foreign-born,naturalized citizen,13,secondary completed,"yes, in the labor force",service workers and shop and market sales,16 hours,18700,17700
urban,quebec,46,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,13900,0
urban,ontario,46,male,married/in union,foreign-born,naturalized citizen,18,university completed,"yes, in the labor force",plant and machine operators and assemblers,80 hours,20000,16500
urban,manitoba,35,female,married/in union,foreign-born,not a citizen,5,university completed,"yes, in the labor force",technicians and associate professionals,40 hours,43100,42700
urban,ontario,45,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,24 hours,28300,27100
urban,alberta,32,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",service workers and shop and market sales,40 hours,21900,21500
urban,british columbia,30,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",skilled agricultural and fishery workers,0 hours,60800,50600
urban,british columbia,26,female,married/in union,foreign-born,not a citizen,8,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,20300,0
urban,quebec,34,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,35 hours,4600,3400
urban,quebec,43,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,6200,0
urban,ontario,61,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,46800,31000
urban,ontario,61,male,married/in union,foreign-born,naturalized citizen,38,secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,69200,68500
urban,ontario,66,female,married/in union,foreign-born,naturalized citizen,41,university completed,"no, not in the labor force",technicians and associate professionals,0 hours,45900,12300
rural,quebec,19,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,50 hours,22000,21400
urban,british columbia,45,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,35 hours,45900,45900
rural,newfoundland and labrador,64,female,widowed,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,16900,0
urban,quebec,59,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",niu (not in universe),0 hours,53100,53100
urban,ontario,44,female,separated/divorced/spouse absent,foreign-born,naturalized citizen,13,university completed,"yes, in the labor force",service workers and shop and market sales,40 hours,7800,5800
urban,quebec,42,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",professionals,30 hours,25200,24000
urban,new brunswick,33,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,40 hours,41800,35500
rural,alberta,37,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force","legislators, senior officials and managers",70 hours,18500,18500
rural,ontario,37,male,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",37 hours,89800,89800
urban,ontario,17,female,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,13000,13000
rural,ontario,33,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,40 hours,41600,41200
urban,alberta,16,female,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,1300,1300
rural,british columbia,57,female,married/in union,foreign-born,not a citizen,41,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,25300,19600
urban,quebec,33,female,single/never married,foreign-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,400,0
urban,quebec,29,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,40 hours,34100,34100
urban,alberta,32,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,68800,68700
